2024-05-15 12:02:19,348 DEBUG   HandlerThread:18176 [system_monitor.py:probe():223] {'os': 'macOS-14.3.1-arm64-arm-64bit', 'python': '3.11.5', 'heartbeatAt': '2024-05-15T10:02:19.315698', 'startedAt': '2024-05-15T10:02:18.585737', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/zehiu/PycharmProjects/DeepLearning/dnd_music/training.py', 'codePathLocal': 'training.py', 'codePath': 'training.py', 'git': {'remote': 'git@github.com:rodrigo-moreno/dnd_music.git', 'commit': '43b866510dedf3ca13c147e6bc475b1a2c5adef3'}, 'email': 'sergiopuertasp@gmail.com', 'root': '/Users/zehiu/PycharmProjects/DeepLearning/dnd_music', 'host': 'Cristobal-2.local', 'username': 'zehiu', 'executable': '/Users/zehiu/anaconda3/bin/python3', 'cpu_count': 10, 'cpu_count_logical': 10, 'disk': {'/': {'total': 460.4317207336426, 'used': 350.6575241088867}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 16.0}}
2024-05-15 12:02:19,348 INFO    HandlerThread:18176 [system_monitor.py:probe():224] Finished collecting system info
2024-05-15 12:02:19,348 INFO    HandlerThread:18176 [system_monitor.py:probe():227] Publishing system info
2024-05-15 12:02:19,348 DEBUG   HandlerThread:18176 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-15 12:02:20,124 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/conda-environment.yaml
2024-05-15 12:02:22,458 DEBUG   HandlerThread:18176 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-15 12:02:22,459 INFO    HandlerThread:18176 [system_monitor.py:probe():229] Finished publishing system info
2024-05-15 12:02:22,461 DEBUG   SenderThread:18176 [sender.py:send():379] send: files
2024-05-15 12:02:22,461 INFO    SenderThread:18176 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-15 12:02:22,694 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: python_packages
2024-05-15 12:02:22,694 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: python_packages
2024-05-15 12:02:22,695 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:02:22,695 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:02:22,695 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:02:22,958 DEBUG   SenderThread:18176 [sender.py:send():379] send: telemetry
2024-05-15 12:02:23,114 INFO    wandb-upload_0:18176 [upload_job.py:push():131] Uploaded file /var/folders/xl/pzfrh6cs6m3509511z8q28500000gn/T/tmp1_ea78ogwandb/vf0smzht-wandb-metadata.json
2024-05-15 12:02:23,139 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/conda-environment.yaml
2024-05-15 12:02:23,139 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/requirements.txt
2024-05-15 12:02:23,139 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/wandb-metadata.json
2024-05-15 12:02:23,139 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/output.log
2024-05-15 12:02:23,959 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:02:26,313 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/output.log
2024-05-15 12:02:28,980 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:02:33,995 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:02:37,712 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:02:37,841 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:02:37,842 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:02:39,643 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:02:44,658 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:02:49,694 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:02:50,439 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/config.yaml
2024-05-15 12:02:52,703 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:02:52,703 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:02:52,706 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:02:55,093 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:00,116 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:05,139 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:07,507 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/output.log
2024-05-15 12:03:07,708 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:03:07,709 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:03:07,709 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:03:11,001 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:16,019 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:19,322 DEBUG   SystemMonitor:18176 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-15 12:03:19,329 DEBUG   SenderThread:18176 [sender.py:send():379] send: telemetry
2024-05-15 12:03:19,330 DEBUG   SenderThread:18176 [sender.py:send():379] send: stats
2024-05-15 12:03:21,343 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:22,567 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/config.yaml
2024-05-15 12:03:22,708 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:03:22,709 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:03:22,712 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:03:26,902 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:31,917 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:36,939 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:37,712 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:03:37,713 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:03:37,715 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:03:41,971 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:45,674 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/output.log
2024-05-15 12:03:47,710 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:49,336 DEBUG   SenderThread:18176 [sender.py:send():379] send: stats
2024-05-15 12:03:52,719 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:03:52,720 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:03:52,721 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:03:53,084 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:03:58,099 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:03,117 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:07,723 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:04:07,723 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:04:07,724 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:04:09,000 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:14,020 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:19,043 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:19,341 DEBUG   SenderThread:18176 [sender.py:send():379] send: stats
2024-05-15 12:04:22,722 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:04:22,722 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:04:22,726 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:04:23,853 INFO    Thread-12 :18176 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/zehiu/PycharmProjects/DeepLearning/dnd_music/wandb/run-20240515_120218-idlzcztb/files/output.log
2024-05-15 12:04:24,495 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:29,508 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:34,539 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:37,727 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: stop_status
2024-05-15 12:04:37,728 DEBUG   SenderThread:18176 [sender.py:send_request():406] send_request: stop_status
2024-05-15 12:04:37,734 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-15 12:04:40,173 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:45,191 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:49,341 DEBUG   SenderThread:18176 [sender.py:send():379] send: stats
2024-05-15 12:04:50,347 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:04:55,367 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
2024-05-15 12:05:00,388 DEBUG   HandlerThread:18176 [handler.py:handle_request():146] handle_request: status_report
